# num_qubits fgp_mean fgp_min fgp_max16 42.8 38.0 48.0
24 146.4 139.0 154.0
32 317.8 300.0 335.0
40 532.6 523.0 545.0
48 823.0 795.0 856.0
56 1176.8 1155.0 1192.0
64 1604.8 1591.0 1621.0
72 2090.6 2057.0 2122.0
80 2640.8 2608.0 2660.0
88 3279.4 3262.0 3304.0
96 3942.0 3900.0 3993.0
