# num_qubits fgp_mean fgp_min fgp_max16 0.0030458450317382814 0.0019769668579101562 0.0045642852783203125
24 0.011242008209228516 0.009659290313720703 0.012102842330932617
32 0.038161420822143556 0.03511762619018555 0.04222512245178223
40 0.09827923774719238 0.0907130241394043 0.10486698150634766
48 0.23384242057800292 0.21743321418762207 0.25044989585876465
56 0.5141345977783203 0.48476290702819824 0.5914819240570068
64 0.917698335647583 0.8792026042938232 0.9590463638305664
72 1.578710126876831 1.476226806640625 1.6543948650360107
80 2.6088435649871826 2.454662799835205 2.7423808574676514
88 4.134075260162353 3.9300649166107178 4.3720080852508545
96 6.228030109405518 5.82766580581665 6.477590084075928
