# num_qubits fgp_mean fgp_min fgp_max16 32.0 28.0 38.0
24 116.8 109.0 125.0
32 241.0 224.0 262.0
40 424.6 406.0 444.0
48 659.0 622.0 674.0
56 958.6 932.0 974.0
64 1320.8 1300.0 1331.0
72 1708.6 1690.0 1731.0
80 2169.8 2137.0 2194.0
88 2683.4 2659.0 2713.0
96 3301.6 3270.0 3339.0
