# num_qubits fgp_mean fgp_min fgp_max16 0.005653285980224609 0.0050470829010009766 0.006571054458618164
24 0.03888106346130371 0.037303924560546875 0.040450096130371094
32 0.14725632667541505 0.1331007480621338 0.15812015533447266
40 0.41846308708190916 0.4038541316986084 0.43646812438964844
48 0.9830821990966797 0.909153938293457 1.0803520679473877
56 2.010392189025879 1.9410960674285889 2.1049349308013916
64 3.7675102233886717 3.667173147201538 3.837724208831787
72 6.485199069976806 6.277601003646851 6.67101526260376
80 10.599330139160156 10.424611806869507 10.83809208869934
88 16.572513580322266 16.185441970825195 16.847098112106323
96 25.21284532546997 24.49500298500061 25.703277826309204
