# num_qubits fgp_mean fgp_min fgp_max16 0.008102655410766602 0.0073740482330322266 0.008949995040893555
24 0.07127571105957031 0.05434131622314453 0.1271378993988037
32 0.2226266860961914 0.2159109115600586 0.23380494117736816
40 0.6305918216705322 0.6084480285644531 0.6640529632568359
48 1.4730502128601075 1.3967149257659912 1.5477550029754639
56 3.0387376308441163 2.9436869621276855 3.142209053039551
64 5.678275012969971 5.634653091430664 5.714977741241455
72 9.96201686859131 9.869095802307129 10.049480199813843
80 16.284297513961793 15.990807056427002 16.6683669090271
88 25.381791639328004 24.978427171707153 25.852919101715088
96 37.99060144424438 37.7714421749115 38.182403802871704
