num_partitions coarsening_factor mean_cost_init_ng mean_cost_init mean_cost_final mean_time_taken
4 2 5128.0 3262.0 2620.0 16.104218816757204
8 2 10196.0 6553.25 5656.25 20.89236330986023
8 4 10170.8 6534.0 5737.6 22.189063405990602
16 4 19431.0 12608.8 10627.6 27.444480657577515
32 4 34959.0 22664.6 23250.2 30.056113958358765
64 4 58880.0 37847.0 41440.5 35.73098349571228
16 8 19509.2 12576.2 11643.4 38.14095296859741
64 8 58138.4 37295.4 38404.8 62.38627557754516
