num_partitions coarsening_factor mean_cost_init_ng mean_cost_init mean_cost_final mean_time_taken
4 2 20483.2 13075.6 10343.8 55.339509344100954
8 2 42144.6 27005.6 22391.4 72.42448544502258
16 2 81299.66666666667 52457.333333333336 45559.0 93.41250816980998
8 4 41992.6 26993.4 23036.2 75.93514318466187
16 4 82336.0 53088.6 43038.8 111.1588843345642
32 4 155552.6 100088.8 94084.8 108.99669160842896
64 4 277923.0 178721.66666666666 170936.0 154.51357547442117
16 8 82299.2 52860.8 48126.8 147.19688968658448
64 8 278595.8 179576.0 169910.0 376.71012477874757
