num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 0.09015240669250488 0.08473896980285645 0.09835600852966309 0.051946067810058595 0.03586077690124512 0.10044693946838379 0.06232938766479492 0.05504584312438965 0.06769108772277832 0.06383280754089356 0.06000113487243652 0.06770706176757812
24 0.3231965065002441 0.2916288375854492 0.3769869804382324 0.13306474685668945 0.12005186080932617 0.14443516731262207 0.20068006515502929 0.1822199821472168 0.23055624961853027 0.23002839088439941 0.21905040740966797 0.26032042503356934
32 1.0393670082092286 0.9992430210113525 1.0707061290740967 0.37979512214660643 0.33971667289733887 0.4400792121887207 0.5669894218444824 0.5362544059753418 0.5911540985107422 0.5441110610961915 0.5131480693817139 0.5551049709320068
40 2.1750857830047607 2.108793020248413 2.2412991523742676 0.7797882080078125 0.7517993450164795 0.8263401985168457 1.167504119873047 1.1304128170013428 1.1932613849639893 1.2589340209960938 1.2347972393035889 1.287618637084961
48 4.202429628372192 4.0377418994903564 4.350603103637695 1.3485344409942628 1.335141897201538 1.3748726844787598 2.0922165393829344 2.045060157775879 2.159852981567383 2.1516956806182863 2.132777690887451 2.1762278079986572
56 7.2995203018188475 7.0526063442230225 7.704615116119385 2.3019923686981203 2.2748517990112305 2.351059675216675 3.5160027980804442 3.381032705307007 3.6554441452026367 3.341669130325317 3.2551515102386475 3.4146413803100586
64 14.232495975494384 13.490311861038208 15.575455904006958 3.905684804916382 3.8377861976623535 3.993220567703247 5.9348976612091064 5.725959062576294 6.083434581756592 5.217436408996582 5.0354180335998535 5.385111570358276
